"","date","date_in_oven","genotype_id","genotype","stage","treatment","plant","dry_weight_g","bag_type","notes","mean_bag_weight","date_heated","dvl_stage","batlbox","heated","planting_date","harvest","final_maturity","recovery","heat_maturity","dvl_stage_2","mean_c_dw","rel_dw_g"
"253",2024-07-30,2024-07-19,"G1R6W2","G1","R6","W","2",100.204,3,"",52.846,2024-06-26,"R3","","Heated",2024-03-18,2024-07-15,123,23,100,"fruiting",157.048076923077,-56.8440769230769
"254",2024-07-30,2024-07-19,"G3V15D1","G3","V15","D","1",3.434,3,"",52.846,2024-05-20,"V15","Mega","Heated",2024-03-18,2024-07-15,123,60,63,"fruiting",102.364692307692,-98.9306923076923
"255",2024-07-30,2024-07-19,"G3V3D1","G3","V3","D","1",11.524,3,"",52.846,2024-04-10,"V3","Ivy","Heated",2024-03-18,2024-07-15,123,100,23,"young",102.364692307692,-90.8406923076923
"256",2024-07-30,2024-07-19,"G4V7C1","G4","V7","C","1",77.964,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",209.95096,-131.98696
"257",2024-07-30,2024-07-19,"G4V15C3","G4","V15","C","3",261.084,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",209.95096,51.13304
"258",2024-07-30,2024-07-19,"G3V15C3","G3","V15","C","3",3.584,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",102.364692307692,-98.7806923076923
"259",2024-07-30,2024-07-19,"G4V7W1","G4","V7","W","1",12.994,3,"",52.846,2024-04-24,"V7","Ivy","Heated",2024-03-18,2024-07-15,123,86,37,"young",209.95096,-196.95696
"260",2024-07-30,2024-07-19,"G1V7D2","G1","V7","D","2",180.984,3,"",52.846,2024-04-24,"V7","Ivy","Heated",2024-03-18,2024-07-15,123,86,37,"young",157.048076923077,23.9359230769231
"261",2024-07-30,2024-07-19,"G5R1C3","G5","R1","C","3",409.344,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",394.59225,14.75175
"262",2024-07-30,2024-07-19,"G2V3W1","G2","V3","W","1",34.234,3,"",52.846,2024-04-10,"V3","Ivy","Heated",2024-03-18,2024-07-15,123,100,23,"young",237.94464,-203.71064
"263",2024-07-30,2024-07-19,"G3V7W1","G3","V7","W","1",57.604,3,"",52.846,2024-04-24,"V7","Ivy","Heated",2024-03-18,2024-07-15,123,86,37,"young",102.364692307692,-44.7606923076923
"264",2024-07-30,2024-07-19,"G2V7W1","G2","V7","W","1",77.474,3,"",52.846,2024-04-24,"V7","Ivy","Heated",2024-03-18,2024-07-15,123,86,37,"young",237.94464,-160.47064
"265",2024-07-30,2024-07-19,"G2R1C1","G2","R1","C","1",68.774,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",237.94464,-169.17064
"266",2024-07-30,2024-07-19,"G3V15W4","G3","V15","W","4",18.854,1,"",57.606,2024-05-24,"VT","Mega","Heated",2024-03-18,2024-07-15,123,56,67,"fruiting",102.364692307692,-83.5106923076923
"267",2024-07-30,2024-07-19,"G4V15W1","G4","V15","W","1",89.284,3,"",52.846,2024-05-20,"R1","Mega","Heated",2024-03-18,2024-07-15,123,60,63,"fruiting",209.95096,-120.66696
"268",2024-07-30,2024-07-19,"G1R6D1","G1","R6","D","1",53.644,3,"",52.846,2024-06-28,"R2","","Heated",2024-03-18,2024-07-15,123,21,102,"fruiting",157.048076923077,-103.404076923077
"269",2024-07-30,2024-07-19,"G4V7D1","G4","V7","D","1",150.244,3,"",52.846,2024-04-24,"V7","Dorothea","Heated",2024-03-18,2024-07-15,123,86,37,"young",209.95096,-59.70696
"270",2024-07-30,2024-07-19,"G2V7C1","G2","V7","C","1",77.014,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",237.94464,-160.93064
"271",2024-07-30,2024-07-19,"G1V7W1","G1","V7","W","1",128.624,3,"",52.846,2024-04-24,"V7","Ivy","Heated",2024-03-18,2024-07-15,123,86,37,"young",157.048076923077,-28.4240769230769
"272",2024-07-30,2024-07-19,"G2R6W1","G2","R6","W","1",207.694,3,"",52.846,2024-06-25,"R5","Mega","Heated",2024-03-18,2024-07-15,123,24,99,"mature",237.94464,-30.25064
"273",2024-07-30,2024-07-19,"G4V3D1","G4","V3","D","1",284.114,3,"",52.846,2024-04-10,"V3","Dorothea","Heated",2024-03-18,2024-07-15,123,100,23,"young",209.95096,74.16304
"274",2024-07-30,2024-07-19,"G1V3D2","G1","V3","D","2",199.974,3,"",52.846,2024-04-10,"V3","Dorothea","Heated",2024-03-18,2024-07-15,123,100,23,"young",157.048076923077,42.9259230769231
"275",2024-07-30,2024-07-19,"G1V7D1","G1","V7","D","1",109.654,3,"",52.846,2024-04-24,"V7","Dorothea","Heated",2024-03-18,2024-07-15,123,86,37,"young",157.048076923077,-47.3940769230769
"276",2024-07-30,2024-07-19,"G1V3D1","G1","V3","D","1",56.754,3,"",52.846,2024-04-10,"V3","Dorothea","Heated",2024-03-18,2024-07-15,123,100,23,"young",157.048076923077,-100.294076923077
"277",2024-07-30,2024-07-19,"G3R6D1","G3","R6","D","1",38.444,3,"",52.846,2024-06-28,"R1","","Heated",2024-03-18,2024-07-15,123,21,102,"fruiting",102.364692307692,-63.9206923076923
"278",2024-07-30,2024-07-19,"G2V7D1","G2","V7","D","1",352.814,3,"",52.846,2024-04-24,"V8","Dorothea","Heated",2024-03-18,2024-07-15,123,86,37,"young",237.94464,114.86936
"279",2024-07-30,2024-07-19,"G2V7D1","G2","V7","D","1",352.814,3,"",52.846,2024-04-25,"V7","Ivy","Heated",2024-03-18,2024-07-15,123,85,38,"young",237.94464,114.86936
"280",2024-07-30,2024-07-19,"G5V7D1","G5","V7","D","1",380.344,3,"",52.846,2024-04-24,"V7","Dorothea","Heated",2024-03-18,2024-07-15,123,86,37,"young",394.59225,-14.24825
"281",2024-07-30,2024-07-19,"G3V3W1","G3","V3","W","1",19.144,3,"",52.846,2024-04-10,"V3","Dorothea","Heated",2024-03-18,2024-07-15,123,100,23,"young",102.364692307692,-83.2206923076923
"282",2024-07-30,2024-07-19,"G3R1C1","G3","R1","C","1",137.874,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",102.364692307692,35.5093076923077
"283",2024-07-30,2024-07-19,"G1V7W4","G1","V7","W","4",140.234,3,"",52.846,2024-04-25,"V7","Dorothea","Heated",2024-03-18,2024-07-15,123,85,38,"young",157.048076923077,-16.8140769230769
"284",2024-07-30,2024-07-19,"G2R6C1","G2","R6","C","1",15.184,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",237.94464,-222.76064
"285",2024-07-30,2024-07-19,"G3V7D1","G3","V7","D","1",68.074,3,"",52.846,2024-04-24,"V7","Dorothea","Heated",2024-03-18,2024-07-15,123,86,37,"young",102.364692307692,-34.2906923076923
"286",2024-07-30,2024-07-19,"G3V7C1","G3","V7","C","1",98.974,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",102.364692307692,-3.39069230769232
"287",2024-07-30,2024-07-19,"G2V15D1","G2","V15","D","1",115.194,3,"",52.846,2024-05-20,"R1","Mega","Heated",2024-03-18,2024-07-15,123,60,63,"fruiting",237.94464,-122.75064
"288",2024-07-30,2024-07-19,"G1R1C1","G1","R1","C","1",8.28400000000001,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",157.048076923077,-148.764076923077
"289",2024-07-30,2024-07-19,"G3V15D2","G3","V15","D","2",14.694,3,"",52.846,2024-05-21,"V15","Mega","Heated",2024-03-18,2024-07-15,123,59,64,"fruiting",102.364692307692,-87.6706923076923
"290",2024-07-30,2024-07-19,"G3V3C1","G3","V3","C","1",95.024,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",102.364692307692,-7.34069230769231
"291",2024-07-30,2024-07-19,"G5R1D1","G5","R1","D","1",119.634,3,"",52.846,2024-06-18,"R2","Mega","Heated",2024-03-18,2024-07-15,123,31,92,"fruiting",394.59225,-274.95825
"292",2024-07-30,2024-07-19,"G5V15W1","G5","V15","W","1",129.914,3,"",52.846,2024-05-20,"R1","Mega","Heated",2024-03-18,2024-07-15,123,60,63,"fruiting",394.59225,-264.67825
"293",2024-07-30,2024-07-19,"G4R1W1","G4","R1","W","1",68.074,3,"",52.846,2024-06-17,"R2","Mega","Heated",2024-03-18,2024-07-15,123,32,91,"fruiting",209.95096,-141.87696
"294",2024-07-30,2024-07-19,"G5R1W1","G5","R1","W","1",288.134,3,"",52.846,2024-06-18,"R4","Mega","Heated",2024-03-18,2024-07-15,123,31,92,"mature",394.59225,-106.45825
"295",2024-07-30,2024-07-19,"G5R1C1","G5","R1","C","1",380.294,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",394.59225,-14.29825
"296",2024-07-30,2024-07-19,"G1R1D1","G1","R1","D","1",18.924,3,"",52.846,2024-06-18,"R1","Mega","Heated",2024-03-18,2024-07-15,123,31,92,"fruiting",157.048076923077,-138.124076923077
"297",2024-07-30,2024-07-19,"G1V7C1","G1","V7","C","1",38.694,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",157.048076923077,-118.354076923077
"298",2024-07-30,2024-07-19,"G3R1D1","G3","R1","D","1",49.604,3,"",52.846,2024-06-18,"R1","Mega","Heated",2024-03-18,2024-07-15,123,31,92,"fruiting",102.364692307692,-52.7606923076923
"299",2024-07-30,2024-07-19,"G2R1D1","G2","R1","D","1",65.764,3,"",52.846,2024-06-18,"R1","Mega","Heated",2024-03-18,2024-07-15,123,31,92,"fruiting",237.94464,-172.18064
"300",2024-07-30,2024-07-19,"G5V3C1","G5","V3","C","1",108.034,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",394.59225,-286.55825
"301",2024-07-30,2024-07-19,"G5V3W1","G5","V3","W","1",314.004,3,"",52.846,2024-04-10,"V3","Ivy","Heated",2024-03-18,2024-07-15,123,100,23,"young",394.59225,-80.58825
"302",2024-07-30,2024-07-19,"G4V15C1","G4","V15","C","1",157.354,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",209.95096,-52.59696
"303",2024-07-30,2024-07-19,"G2V15W1","G2","V15","W","1",44.044,3,"",52.846,2024-05-20,"VT","Mega","Heated",2024-03-18,2024-07-15,123,60,63,"fruiting",237.94464,-193.90064
"304",2024-07-30,2024-07-19,"G5R6D5","G5","R6","D","5",286.174,3,"",52.846,2024-06-30,"dead","","Heated",2024-03-18,2024-07-15,123,19,104,"mature",394.59225,-108.41825
"305",2024-07-30,2024-07-19,"G5R6C1","G5","R6","C","1",401.614,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",394.59225,7.02175
"306",2024-07-30,2024-07-19,"G3V15W1","G3","V15","W","1",123.844,3,"",52.846,2024-05-20,"VT","Mega","Heated",2024-03-18,2024-07-15,123,60,63,"fruiting",102.364692307692,21.4793076923077
"307",2024-07-30,2024-07-19,"G1V3C1","G1","V3","C","1",216.504,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",157.048076923077,59.4559230769231
"308",2024-07-30,2024-07-19,"G5V15D1","G5","V15","D","1",167.004,3,"",52.846,2024-05-20,"R1","Mega","Heated",2024-03-18,2024-07-15,123,60,63,"fruiting",394.59225,-227.58825
"309",2024-07-30,2024-07-19,"G2V3C1","G2","V3","C","1",353.244,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",237.94464,115.29936
"310",2024-07-30,2024-07-19,"G3R1W4","G3","R1","W","4",189.634,3,"",52.846,2024-06-20,"dead","Mega","Heated",2024-03-18,2024-07-15,123,29,94,"mature",102.364692307692,87.2693076923077
"311",2024-07-30,2024-07-19,"G3R6C1","G3","R6","C","1",91.964,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",102.364692307692,-10.4006923076923
"312",2024-07-30,2024-07-19,"G3R1W1","G3","R1","W","1",88.604,3,"",52.846,2024-06-17,"R5","Mega","Heated",2024-03-18,2024-07-15,123,32,91,"mature",102.364692307692,-13.7606923076923
"313",2024-07-30,2024-07-19,"G5R1W2","G5","R1","W","2",232.134,3,"",52.846,2024-06-19,"R4","Mega","Heated",2024-03-18,2024-07-15,123,30,93,"mature",394.59225,-162.45825
"314",2024-07-30,2024-07-19,"G1R6C1","G1","R6","C","1",5.024,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",157.048076923077,-152.024076923077
"315",2024-07-30,2024-07-19,"G1V15C3","G1","V15","C","3",156.174,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",157.048076923077,-0.874076923076927
"316",2024-07-30,2024-07-19,"G5R6D1","G5","R6","D","1",216.954,3,"",52.846,2024-06-28,"R5","Mega","Heated",2024-03-18,2024-07-15,123,21,102,"mature",394.59225,-177.63825
"317",2024-07-30,2024-07-19,"G2R1W1","G2","R1","W","1",295.554,3,"",52.846,2024-06-17,"R5","Mega","Heated",2024-03-18,2024-07-15,123,32,91,"mature",237.94464,57.60936
"318",2024-07-30,2024-07-19,"G1V3W3","G1","V3","W","3",120.144,3,"",52.846,2024-04-11,"V3","Ivy","Heated",2024-03-18,2024-07-15,123,99,24,"young",157.048076923077,-36.9040769230769
"319",2024-07-30,2024-07-19,"G4R1C1","G4","R1","C","1",253.554,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",209.95096,43.60304
"320",2024-07-30,2024-07-19,"G1V15C1","G1","V15","C","1",12.744,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",157.048076923077,-144.304076923077
"321",2024-07-30,2024-07-19,"G1V3W1","G1","V3","W","1",-16.516,3,"",52.846,2024-04-10,"V3","Ivy","Heated",2024-03-18,2024-07-15,123,100,23,"young",157.048076923077,-173.564076923077
"322",2024-07-30,2024-07-19,"G1R6W1","G1","R6","W","1",128.794,3,"",52.846,2024-06-25,"R5","Mega","Heated",2024-03-18,2024-07-15,123,24,99,"mature",157.048076923077,-28.254076923077
"323",2024-07-30,2024-07-19,"G1V7D4","G1","V7","D","4",6.194,3,"",52.846,2024-04-25,"V5","Ivy","Heated",2024-03-18,2024-07-15,123,85,38,"young",157.048076923077,-150.854076923077
"324",2024-07-30,2024-07-19,"G5V3D1","G5","V3","D","1",249.514,3,"",52.846,2024-04-10,"V3","Ivy","Heated",2024-03-18,2024-07-15,123,100,23,"young",394.59225,-145.07825
"325",2024-07-30,2024-07-19,"G3V3W2","G3","V3","W","2",145.014,3,"",52.846,2024-04-10,"V5","Ivy","Heated",2024-03-18,2024-07-15,123,100,23,"young",102.364692307692,42.6493076923077
"326",2024-07-30,2024-07-19,"G5V7D2","G5","V7","D","2",284.824,3,"",52.846,2024-04-24,"V7","Ivy","Heated",2024-03-18,2024-07-15,123,86,37,"young",394.59225,-109.76825
"327",2024-07-30,2024-07-19,"G5V7C2","G5","V7","C","2",376.164,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",394.59225,-18.42825
"328",2024-07-30,2024-07-19,"G5V7W1","G5","V7","W","1",363.534,3,"",52.846,2024-04-24,"V7","Ivy","Heated",2024-03-18,2024-07-15,123,86,37,"young",394.59225,-31.05825
"329",2024-07-30,2024-07-19,"G2V3W2","G2","V3","W","2",82.814,3,"",52.846,2024-04-10,"V3","Dorothea","Heated",2024-03-18,2024-07-15,123,100,23,"young",237.94464,-155.13064
"330",2024-07-30,2024-07-19,"G1V15W1","G1","V15","W","1",127.314,3,"",52.846,2024-05-20,"R1","Mega","Heated",2024-03-18,2024-07-15,123,60,63,"fruiting",157.048076923077,-29.7340769230769
"331",2024-07-30,2024-07-19,"G4V3W1","G4","V3","W","1",38.124,3,"",52.846,2024-04-10,"V3","Dorothea","Heated",2024-03-18,2024-07-15,123,100,23,"young",209.95096,-171.82696
"332",2024-07-30,2024-07-19,"G1V7C5","G1","V7","C","5",93.634,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",157.048076923077,-63.414076923077
"333",2024-07-30,2024-07-19,"G5R6W1","G5","R6","W","1",377.884,3,"",52.846,2024-06-25,"R6","Mega","Heated",2024-03-18,2024-07-15,123,24,99,"mature",394.59225,-16.70825
"334",2024-07-30,2024-07-19,"G4R1D1","G4","R1","D","1",95.814,3,"",52.846,2024-06-18,"R3","Mega","Heated",2024-03-18,2024-07-15,123,31,92,"fruiting",209.95096,-114.13696
"335",2024-07-30,2024-07-19,"G4V15C2","G4","V15","C","2",48.884,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",209.95096,-161.06696
"336",2024-07-30,2024-07-19,"G5V7C1","G5","V7","C","1",156.634,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",394.59225,-237.95825
"337",2024-07-30,2024-07-19,"G2V15W3","G2","V15","W","3",81.004,3,"",52.846,2024-05-22,"VT","Mega","Heated",2024-03-18,2024-07-15,123,58,65,"fruiting",237.94464,-156.94064
"338",2024-07-30,2024-07-19,"G2V15C2","G2","V15","C","2",237.354,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",237.94464,-0.590640000000008
"339",2024-07-30,2024-07-19,"G1V15D1","G1","V15","D","1",61.634,3,"",52.846,2024-05-20,"R1","Mega","Heated",2024-03-18,2024-07-15,123,60,63,"fruiting",157.048076923077,-95.4140769230769
"340",2024-07-30,2024-07-19,"G2V3D1","G2","V3","D","1",59.094,3,"",52.846,2024-04-10,"V3","Ivy","Heated",2024-03-18,2024-07-15,123,100,23,"young",237.94464,-178.85064
"341",2024-07-30,2024-07-19,"G1R1W1","G1","R1","W","1",72.174,3,"",52.846,2024-06-17,"R2","Mega","Heated",2024-03-18,2024-07-15,123,32,91,"fruiting",157.048076923077,-84.8740769230769
"342",2024-07-30,2024-07-19,"G4V3C1","G4","V3","C","1",36.064,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",209.95096,-173.88696
"343",2024-07-30,2024-07-19,"G2V15C1","G2","V15","C","1",32.764,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",237.94464,-205.18064
"344",2024-07-30,2024-07-19,"G2R6D1","G2","R6","D","1",21.754,3,"",52.846,2024-06-28,"VT","","Heated",2024-03-18,2024-07-15,123,21,102,"fruiting",237.94464,-216.19064
"345",2024-07-30,2024-07-19,"G2R6W2","G2","R6","W","2",334.664,3,"",52.846,2024-06-26,"R5","Mega","Heated",2024-03-18,2024-07-15,123,23,100,"mature",237.94464,96.71936
"346",2024-07-30,2024-07-19,"G4R6C1","G4","R6","C","1",215.804,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",209.95096,5.85303999999996
"347",2024-07-30,2024-07-19,"G5V15C1","G5","V15","C","1",449.294,3,"",52.846,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",394.59225,54.70175
"348",2024-07-30,2024-07-19,"G3R6W1","G3","R6","W","1",48.774,3,"",52.846,2024-06-25,"R2","Mega","Heated",2024-03-18,2024-07-15,123,24,99,"fruiting",102.364692307692,-53.5906923076923
"349",2024-07-30,2024-07-19,"G2R1D2","G2","R1","D","2",5.35400000000001,3,"",52.846,2024-06-18,"R5","Mega","Heated",2024-03-18,2024-07-15,123,31,92,"mature",237.94464,-232.59064
"350",2024-07-30,2024-07-19,"G3V3D4","G3","V3","D","4",0.984000000000002,3,"",52.846,2024-04-11,"V3","Ivy","Heated",2024-03-18,2024-07-15,123,99,24,"young",102.364692307692,-101.380692307692
"351",2024-07-30,2024-07-19,"G1V15D2","G1","V15","D","2",143.41,4,"",65.1,2024-05-21,"VT","Mega","Heated",2024-03-18,2024-07-15,123,59,64,"fruiting",157.048076923077,-13.6380769230769
"352",2024-07-30,2024-07-19,"G1V7W2","G1","V7","W","2",131.47,4,"",65.1,2024-04-24,"V8","Dorothea","Heated",2024-03-18,2024-07-15,123,86,37,"young",157.048076923077,-25.5780769230769
"353",2024-07-30,2024-07-19,"G3V3D3","G3","V3","D","3",16.67,4,"",65.1,2024-04-11,"V3","Dorothea","Heated",2024-03-18,2024-07-15,123,99,24,"young",102.364692307692,-85.6946923076923
"354",2024-07-30,2024-07-19,"G5R6W2","G5","R6","W","2",495.1,4,"",65.1,2024-06-26,"R6","","Heated",2024-03-18,2024-07-15,123,23,100,"mature",394.59225,100.50775
"355",2024-07-30,2024-07-19,"G2R6D2","G2","R6","D","2",68.76,4,"",65.1,2024-06-28,"R3","","Heated",2024-03-18,2024-07-15,123,21,102,"fruiting",237.94464,-169.18464
"356",2024-07-30,2024-07-19,"G3V3C2","G3","V3","C","2",150.74,4,"",65.1,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",102.364692307692,48.3753076923077
"357",2024-07-30,2024-07-19,"G3V7D2","G3","V7","D","2",19.31,4,"",65.1,2024-04-24,"V6","Ivy","Heated",2024-03-18,2024-07-15,123,86,37,"young",102.364692307692,-83.0546923076923
"358",2024-07-30,2024-07-19,"G3V3C3","G3","V3","C","3",102.81,4,"",65.1,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",102.364692307692,0.445307692307694
"359",2024-07-30,2024-07-19,"G2V7D4","G2","V7","D","4",63.966,5,"",58.834,NA,NA,NA,"Heated",2024-03-18,2024-07-15,123,NA,NA,"mature",237.94464,-173.97864
"360",2024-07-30,2024-07-19,"G5R6C3","G5","R6","C","3",554.776,5,"",58.834,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",394.59225,160.18375
"361",2024-07-30,2024-07-19,"G4V3C3","G4","V3","C","3",113.996,5,"",58.834,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",209.95096,-95.95496
"362",2024-07-30,2024-07-19,"G4V7D3","G4","V7","D","3",16.436,5,"",58.834,2024-04-25,"V7","Ivy","Heated",2024-03-18,2024-07-15,123,85,38,"young",209.95096,-193.51496
"363",2024-07-30,2024-07-19,"G5V15C3","G5","V15","C","3",340.926,5,"",58.834,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",394.59225,-53.66625
"364",2024-07-30,2024-07-19,"G4V3W3","G4","V3","W","3",41.916,5,"",58.834,2024-04-11,"V3","Ivy","Heated",2024-03-18,2024-07-15,123,99,24,"young",209.95096,-168.03496
"365",2024-07-30,2024-07-19,"G1V7D3","G1","V7","D","3",23.776,5,"",58.834,2024-04-25,"V5","Ivy","Heated",2024-03-18,2024-07-15,123,85,38,"young",157.048076923077,-133.272076923077
"366",2024-07-30,2024-07-19,"G2R6W3","G2","R6","W","3",250.136,5,"",58.834,2024-06-26,"R5","Mega","Heated",2024-03-18,2024-07-15,123,23,100,"mature",237.94464,12.19136
"367",2024-07-30,2024-07-19,"G2V3W3","G2","V3","W","3",19.056,5,"",58.834,2024-04-11,"V3","Ivy","Heated",2024-03-18,2024-07-15,123,99,24,"young",237.94464,-218.88864
"368",2024-07-30,2024-07-19,"G1R1C3","G1","R1","C","3",98.166,5,"",58.834,NA,"C",NA,"Not heated",2024-03-18,2024-07-15,123,NA,NA,"mature",157.048076923077,-58.8820769230769
"369",NA,NA,"G5V3W2",NA,NA,NA,NA,NA,NA,NA,NA,2024-04-10,NA,"Ivy",NA,2024-03-18,2024-07-15,NA,NA,23,"mature",NA,NA
"370",NA,NA,"G2V3D2",NA,NA,NA,NA,NA,NA,NA,NA,2024-04-10,NA,"Ivy",NA,2024-03-18,2024-07-15,NA,NA,23,"mature",NA,NA
"371",NA,NA,"G1V3D4",NA,NA,NA,NA,NA,NA,NA,NA,2024-04-11,NA,"Ivy",NA,2024-03-18,2024-07-15,NA,NA,24,"mature",NA,NA
"372",NA,NA,"G4V15D1",NA,NA,NA,NA,NA,NA,NA,NA,2024-05-20,NA,"Mega",NA,2024-03-18,2024-07-15,NA,NA,63,"mature",NA,NA
"373",NA,NA,"G3V15D3",NA,NA,NA,NA,NA,NA,NA,NA,2024-05-22,NA,"Mega",NA,2024-03-18,2024-07-15,NA,NA,65,"mature",NA,NA
"374",NA,NA,"G4V15D3",NA,NA,NA,NA,NA,NA,NA,NA,2024-05-22,NA,"Mega",NA,2024-03-18,2024-07-15,NA,NA,65,"mature",NA,NA
"375",NA,NA,"G1V15W3",NA,NA,NA,NA,NA,NA,NA,NA,2024-05-22,NA,"Mega",NA,2024-03-18,2024-07-15,NA,NA,65,"mature",NA,NA
"376",NA,NA,"G3V15W3",NA,NA,NA,NA,NA,NA,NA,NA,2024-05-22,NA,"Mega",NA,2024-03-18,2024-07-15,NA,NA,65,"mature",NA,NA
"377",NA,NA,"G1V15D4",NA,NA,NA,NA,NA,NA,NA,NA,2024-05-24,NA,"Mega",NA,2024-03-18,2024-07-15,NA,NA,67,"mature",NA,NA
"378",NA,NA,"G1R1D3 ",NA,NA,NA,NA,NA,NA,NA,NA,2024-06-20,NA,"Mega",NA,2024-03-18,2024-07-15,NA,NA,94,"mature",NA,NA
"379",NA,NA,"R1R1W4",NA,NA,NA,NA,NA,NA,NA,NA,2024-06-20,NA,"Mega",NA,2024-03-18,2024-07-15,NA,NA,94,"mature",NA,NA
"380",NA,NA,"G2R1RD4",NA,NA,NA,NA,NA,NA,NA,NA,2024-06-21,NA,"Mega",NA,2024-03-18,2024-07-15,NA,NA,95,"mature",NA,NA
"381",NA,NA,"G5R1D5",NA,NA,NA,NA,NA,NA,NA,NA,2024-06-21,NA,"Mega",NA,2024-03-18,2024-07-15,NA,NA,95,"mature",NA,NA
"382",NA,NA,"G3R6W3",NA,NA,NA,NA,NA,NA,NA,NA,2024-06-26,NA,"",NA,2024-03-18,2024-07-15,NA,NA,100,"mature",NA,NA
"383",NA,NA,"G3R6D2",NA,NA,NA,NA,NA,NA,NA,NA,2024-06-28,NA,"",NA,2024-03-18,2024-07-15,NA,NA,102,"mature",NA,NA
"384",NA,NA,"G4R6D4",NA,NA,NA,NA,NA,NA,NA,NA,2024-06-29,NA,"",NA,2024-03-18,2024-07-15,NA,NA,103,"mature",NA,NA
